Protein.Group,AccessionID,AreaAvg,AreaSD,AreaRSD,missingAreaCount,method,mass
A0A653FF91;A0A8B4QI42;A0QR50;I7G4I8,A0A653FF91,11382.6666666667,659.471586448827,5.79364753234884,0,DIA,22698
A0A653FF91;A0A8B4QI42;A0QR50;I7G4I8,A0A8B4QI42,11382.6666666667,659.471586448827,5.79364753234884,0,DIA,54765
A0A653FF91;A0A8B4QI42;A0QR50;I7G4I8,A0QR50,11382.6666666667,659.471586448827,5.79364753234884,0,DIA,100837
A0A653FF91;A0A8B4QI42;A0QR50;I7G4I8,I7G4I8,11382.6666666667,659.471586448827,5.79364753234884,0,DIA,54358
A0A653FFB6;A0QUV8;I7FJ02,A0A653FFB6,40193.1666666667,1279.12901746983,3.182453943174,0,DIA,100837
A0A653FFB6;A0QUV8;I7FJ02,A0QUV8,40193.1666666667,1279.12901746983,3.182453943174,0,DIA,54358
A0A653FFB6;A0QUV8;I7FJ02,I7FJ02,40193.1666666667,1279.12901746983,3.182453943174,0,DIA,15571
A0A653FFD0;A0QUY2;I7FJ29,A0A653FFD0,1043703.33333333,17518.8365291001,1.67852645187491,0,DIA,15571
A0A653FFD0;A0QUY2;I7FJ29,A0QUY2,1043703.33333333,17518.8365291001,1.67852645187491,0,DIA,15571
A0A653FFD0;A0QUY2;I7FJ29,I7FJ29,1043703.33333333,17518.8365291001,1.67852645187491,0,DIA,100837
A0A653FFD2;A0QYK8;I7GA92,A0A653FFD2,26705.5666666667,1748.83604815698,6.54858243596022,0,DIA,54358
A0A653FFD2;A0QYK8;I7GA92,A0QYK8,26705.5666666667,1748.83604815698,6.54858243596022,0,DIA,35568
A0A653FFD2;A0QYK8;I7GA92,I7GA92,26705.5666666667,1748.83604815698,6.54858243596022,0,DIA,54765
A0A653FFE0;A0QSA6;I7G5G8,A0A653FFE0,85899.2,5272.85914945582,6.1384263758636,0,DIA,11669
A0A653FFE0;A0QSA6;I7G5G8,A0QSA6,85899.2,5272.85914945582,6.1384263758636,0,DIA,23558
A0A653FFE0;A0QSA6;I7G5G8,I7G5G8,85899.2,5272.85914945582,6.1384263758636,0,DIA,15316
A0A653FFE2;A0QYJ9;I7FF11,A0A653FFE2,15635.8666666667,1126.48218953223,7.20447554041712,0,DIA,23558
A0A653FFE2;A0QYJ9;I7FF11,A0QYJ9,15635.8666666667,1126.48218953223,7.20447554041712,0,DIA,23558
A0A653FFE2;A0QYJ9;I7FF11,I7FF11,15635.8666666667,1126.48218953223,7.20447554041712,0,DIA,11669
A0A653FFF9;A0QYJ3,A0A653FFF9,10262.2333333333,57.1165766948032,0.556570629799263,0,DIA,30932
A0A653FFF9;A0QYJ3,A0QYJ3,10262.2333333333,57.1165766948032,0.556570629799263,0,DIA,16638
A0A653FFG2;A0QYK0;I7GA82,A0A653FFG2,42357.6,3087.89660448662,7.29006507565731,0,DIA,15316
A0A653FFG2;A0QYK0;I7GA82,A0QYK0,42357.6,3087.89660448662,7.29006507565731,0,DIA,15316
A0A653FFG2;A0QYK0;I7GA82,I7GA82,42357.6,3087.89660448662,7.29006507565731,0,DIA,20666
A0A653FFG8;A0QSC4,A0A653FFG8,29093.0666666667,1652.21334074427,5.67906216169809,0,DIA,22490
A0A653FFG8;A0QSC4,A0QSC4,29093.0666666667,1652.21334074427,5.67906216169809,0,DIA,23967
A0A653FFH1;A0QYI8,A0A653FFH1,76208.2,1647.55087326613,2.16190760740462,0,DIA,30573
A0A653FFH1;A0QYI8,A0QYI8,76208.2,1647.55087326613,2.16190760740462,0,DIA,31190
A0A653FFH6;A0QV32;I7G001,A0A653FFH6,264219,3786.05229757857,1.43292204481077,0,DIA,30932
A0A653FFH6;A0QV32;I7G001,A0QV32,264219,3786.05229757857,1.43292204481077,0,DIA,19177
A0A653FFH6;A0QV32;I7G001,I7G001,264219,3786.05229757857,1.43292204481077,0,DIA,16638
A0A653FFH9;A0QYF7;I7FEX4,A0A653FFH9,949192.333333333,17408.2540288604,1.83400702023443,0,DIA,20666
A0A653FFH9;A0QYF7;I7FEX4,A0QYF7,949192.333333333,17408.2540288604,1.83400702023443,0,DIA,22621
A0A653FFH9;A0QYF7;I7FEX4,I7FEX4,949192.333333333,17408.2540288604,1.83400702023443,0,DIA,22490
A0A653FFJ1;I7GBU2,A0A653FFJ1,16648.8666666667,888.220526295881,5.33502096016074,0,DIA,20666
A0A653FFJ1;I7GBU2,I7GBU2,16648.8666666667,888.220526295881,5.33502096016074,0,DIA,23967
A0A653FFK0;A0QYD7;I7FEV3,A0A653FFK0,10294.2833333333,1448.39673633757,14.0699132658181,0,DIA,70095
A0A653FFK0;A0QYD7;I7FEV3,A0QYD7,10294.2833333333,1448.39673633757,14.0699132658181,0,DIA,31190
A0A653FFK0;A0QYD7;I7FEV3,I7FEV3,10294.2833333333,1448.39673633757,14.0699132658181,0,DIA,23967
A0A653FFK2;A0QYF6;I7GBT4,A0A653FFK2,132425,5090.21541783842,3.84384777635524,0,DIA,31190
A0A653FFK2;A0QYF6;I7GBT4,A0QYF6,132425,5090.21541783842,3.84384777635524,0,DIA,32566
A0A653FFK2;A0QYF6;I7GBT4,I7GBT4,132425,5090.21541783842,3.84384777635524,0,DIA,80661
A0A653FFK3;A0QYH5;I7GA62,A0A653FFK3,13394.4666666667,917.846285242433,6.85242875348352,0,DIA,20546
A0A653FFK3;A0QYH5;I7GA62,A0QYH5,13394.4666666667,917.846285242433,6.85242875348352,0,DIA,115291
A0A653FFK3;A0QYH5;I7GA62,I7GA62,13394.4666666667,917.846285242433,6.85242875348352,0,DIA,16446
A0A653FFM6;A0QV70;I7FBJ5,A0A653FFM6,94319.4666666667,4498.43334543631,4.76935833546873,0,DIA,22735
A0A653FFM6;A0QV70;I7FBJ5,A0QV70,94319.4666666667,4498.43334543631,4.76935833546873,0,DIA,50169
A0A653FFM6;A0QV70;I7FBJ5,I7FBJ5,94319.4666666667,4498.43334543631,4.76935833546873,0,DIA,25904
A0A653FFN0;A0QYH6;I7G3B8,A0A653FFN0,6677.53,945.126941156584,14.153840434361,0,DIA,50169
A0A653FFN0;A0QYH6;I7G3B8,A0QYH6,6677.53,945.126941156584,14.153840434361,0,DIA,43306
A0A653FFN0;A0QYH6;I7G3B8,I7G3B8,6677.53,945.126941156584,14.153840434361,0,DIA,32789
A0A653FFN6;A0QYC0,A0A653FFN6,207855.666666667,5987.40555945005,2.8805592147035,0,DIA,32566
A0A653FFN6;A0QYC0,A0QYC0,207855.666666667,5987.40555945005,2.8805592147035,0,DIA,48149
A0A653FFP6;A0QYD3;I7GA27,A0A653FFP6,711185.333333333,3594.66220017032,0.505446615908416,0,DIA,19660
A0A653FFP6;A0QYD3;I7GA27,A0QYD3,711185.333333333,3594.66220017032,0.505446615908416,0,DIA,47917
A0A653FFP6;A0QYD3;I7GA27,I7GA27,711185.333333333,3594.66220017032,0.505446615908416,0,DIA,32167
A0A653FFQ9;A0QY73;I7FEQ0,A0A653FFQ9,162356,6518.00575329602,4.01463805051616,0,DIA,22735
A0A653FFQ9;A0QY73;I7FEQ0,A0QY73,162356,6518.00575329602,4.01463805051616,0,DIA,17241
A0A653FFQ9;A0QY73;I7FEQ0,I7FEQ0,162356,6518.00575329602,4.01463805051616,0,DIA,16446
A0A653FFS3;A0QSL2;I7F8R9,A0A653FFS3,6023.00333333333,470.368285212059,7.80953054780632,0,DIA,70095
A0A653FFS3;A0QSL2;I7F8R9,A0QSL2,6023.00333333333,470.368285212059,7.80953054780632,0,DIA,25462
A0A653FFS3;A0QSL2;I7F8R9,I7F8R9,6023.00333333333,470.368285212059,7.80953054780632,0,DIA,25904
A0A653FFT5;A0QYB1;I7G367,A0A653FFT5,79811.4666666667,2151.91480392076,2.69624766189081,0,DIA,20546
A0A653FFT5;A0QYB1;I7G367,A0QYB1,79811.4666666667,2151.91480392076,2.69624766189081,0,DIA,37759
A0A653FFT5;A0QYB1;I7G367,I7G367,79811.4666666667,2151.91480392076,2.69624766189081,0,DIA,52575
A0A653FFT9;A0QY90;I7G9Z0,A0A653FFT9,85378.2333333333,5576.55462300275,6.53158821081573,0,DIA,25904
A0A653FFT9;A0QY90;I7G9Z0,A0QY90,85378.2333333333,5576.55462300275,6.53158821081573,0,DIA,32452
A0A653FFT9;A0QY90;I7G9Z0,I7G9Z0,85378.2333333333,5576.55462300275,6.53158821081573,0,DIA,115291
A0A653FFV5;A0QY91;I7G353,A0A653FFV5,67734.7333333333,4163.68024869026,6.14703866655845,0,DIA,20546
A0A653FFV5;A0QY91;I7G353,A0QY91,67734.7333333333,4163.68024869026,6.14703866655845,0,DIA,43306
A0A653FFV5;A0QY91;I7G353,I7G353,67734.7333333333,4163.68024869026,6.14703866655845,0,DIA,22735
A0A653FFW0;A0R2W7;I7FJQ8,A0A653FFW0,68813.2666666667,1723.33800031605,2.50436882856318,0,DIA,70095
A0A653FFW0;A0R2W7;I7FJQ8,A0R2W7,68813.2666666667,1723.33800031605,2.50436882856318,0,DIA,37759
A0A653FFW0;A0R2W7;I7FJQ8,I7FJQ8,68813.2666666667,1723.33800031605,2.50436882856318,0,DIA,17241
A0A653FFW3;A0QY81;I7G345,A0A653FFW3,10863.2966666667,933.66561200107,8.594680239802,0,DIA,43306
A0A653FFW3;A0QY81;I7G345,A0QY81,10863.2966666667,933.66561200107,8.594680239802,0,DIA,36005
A0A653FFW3;A0QY81;I7G345,I7G345,10863.2966666667,933.66561200107,8.594680239802,0,DIA,17241
A0A653FFW4;A0QRB9;I7FF63,A0A653FFW4,294564.666666667,43467.4285222088,14.7564977884456,0,DIA,32789
A0A653FFW4;A0QRB9;I7FF63,A0QRB9,294564.666666667,43467.4285222088,14.7564977884456,0,DIA,25462
A0A653FFW4;A0QRB9;I7FF63,I7FF63,294564.666666667,43467.4285222088,14.7564977884456,0,DIA,36005
A0A653FFX0;A0QRC6;I7F7H0,A0A653FFX0,43829.8,984.048936791257,2.24515954166174,0,DIA,50169
A0A653FFX0;A0QRC6;I7F7H0,A0QRC6,43829.8,984.048936791257,2.24515954166174,0,DIA,115291
A0A653FFX0;A0QRC6;I7F7H0,I7F7H0,43829.8,984.048936791257,2.24515954166174,0,DIA,32167
A0A653FFX3;A0QY59;I7G9W6,A0A653FFX3,2215.88333333333,350.195705332509,15.8038873285676,0,DIA,80661
A0A653FFX3;A0QY59;I7G9W6,A0QY59,2215.88333333333,350.195705332509,15.8038873285676,0,DIA,25462
A0A653FFX3;A0QY59;I7G9W6,I7G9W6,2215.88333333333,350.195705332509,15.8038873285676,0,DIA,22267
A0A653FFY0;A0QY48,A0A653FFY0,181928,5586.53389858148,3.07073891791339,0,DIA,22267
A0A653FFY0;A0QY48,A0QY48,181928,5586.53389858148,3.07073891791339,0,DIA,37759
A0A653FG21;A0R2R6;I7GDP9,A0A653FG21,18240.6,2180.25039617013,11.9527339899462,0,DIA,80661
A0A653FG21;A0R2R6;I7GDP9,A0R2R6,18240.6,2180.25039617013,11.9527339899462,0,DIA,52575
A0A653FG21;A0R2R6;I7GDP9,I7GDP9,18240.6,2180.25039617013,11.9527339899462,0,DIA,32566
A0A653FG54;A0R2S7;I7GDQ5,A0A653FG54,22515.0333333333,1818.61081414725,8.07731788455678,0,DIA,48149
A0A653FG54;A0R2S7;I7GDQ5,A0R2S7,22515.0333333333,1818.61081414725,8.07731788455678,0,DIA,21101
A0A653FG54;A0R2S7;I7GDQ5,I7GDQ5,22515.0333333333,1818.61081414725,8.07731788455678,0,DIA,52575
A0A653FG81;A0QRN5;I7FXP2,A0A653FG81,109126.333333333,2904.22800987342,2.66134481124943,0,DIA,40756
A0A653FG81;A0QRN5;I7FXP2,A0QRN5,109126.333333333,2904.22800987342,2.66134481124943,0,DIA,27581
A0A653FG81;A0QRN5;I7FXP2,I7FXP2,109126.333333333,2904.22800987342,2.66134481124943,0,DIA,117324
A0A653FG91;A0QRR4;I7FXQ9,A0A653FG91,62704.4666666667,1551.73033847165,2.47467273220034,0,DIA,40354
A0A653FG91;A0QRR4;I7FXQ9,A0QRR4,62704.4666666667,1551.73033847165,2.47467273220034,0,DIA,117324
A0A653FG91;A0QRR4;I7FXQ9,I7FXQ9,62704.4666666667,1551.73033847165,2.47467273220034,0,DIA,34845
A0A653FG93;A0QRL2;I7FXM9,A0A653FG93,8287.49,1444.12950828518,17.4254147912719,0,DIA,39828
A0A653FG93;A0QRL2;I7FXM9,A0QRL2,8287.49,1444.12950828518,17.4254147912719,0,DIA,34845
A0A653FG93;A0QRL2;I7FXM9,I7FXM9,8287.49,1444.12950828518,17.4254147912719,0,DIA,27581
A0A653FGA0;A0QRQ5;I7G504,A0A653FGA0,5755.32,641.819015689002,11.1517520431358,0,DIA,117324
A0A653FGA0;A0QRQ5;I7G504,A0QRQ5,5755.32,641.819015689002,11.1517520431358,0,DIA,34845
A0A653FGA0;A0QRQ5;I7G504,I7G504,5755.32,641.819015689002,11.1517520431358,0,DIA,27581
A0A653FGB6;A0QXH4;I7GAX5,A0A653FGB6,129364.333333333,7238.84143584685,5.59570110966716,0,DIA,53388
A0A653FGB6;A0QXH4;I7GAX5,A0QXH4,129364.333333333,7238.84143584685,5.59570110966716,0,DIA,35247
A0A653FGB6;A0QXH4;I7GAX5,I7GAX5,129364.333333333,7238.84143584685,5.59570110966716,0,DIA,62715
A0A653FGC5;A0QRQ8;I7FXQ5,A0A653FGC5,13015.4666666667,970.242445646104,7.4545344434783,0,DIA,32804
A0A653FGC5;A0QRQ8;I7FXQ5,A0QRQ8,13015.4666666667,970.242445646104,7.4545344434783,0,DIA,53388
A0A653FGC5;A0QRQ8;I7FXQ5,I7FXQ5,13015.4666666667,970.242445646104,7.4545344434783,0,DIA,41664
A0A653FGD1;A0A8B4R833;A4ZHS8;I7G1H1;Q9L8R4,A0A653FGD1,74407.5,2986.35186138539,4.01350920456324,0,DIA,53388
A0A653FGD1;A0A8B4R833;A4ZHS8;I7G1H1;Q9L8R4,A0A8B4R833,74407.5,2986.35186138539,4.01350920456324,0,DIA,41664
A0A653FGD1;A0A8B4R833;A4ZHS8;I7G1H1;Q9L8R4,A4ZHS8,74407.5,2986.35186138539,4.01350920456324,0,DIA,35247
A0A653FGD1;A0A8B4R833;A4ZHS8;I7G1H1;Q9L8R4,I7G1H1,74407.5,2986.35186138539,4.01350920456324,0,DIA,35247
A0A653FGD1;A0A8B4R833;A4ZHS8;I7G1H1;Q9L8R4,Q9L8R4,74407.5,2986.35186138539,4.01350920456324,0,DIA,41664
A0A653FGD6;A0QYT2;I7GAG8,A0A653FGD6,68125.4666666667,1798.69310704559,2.64026537366192,0,DIA,33635
A0A653FGD6;A0QYT2;I7GAG8,A0QYT2,68125.4666666667,1798.69310704559,2.64026537366192,0,DIA,17361
A0A653FGD6;A0QYT2;I7GAG8,I7GAG8,68125.4666666667,1798.69310704559,2.64026537366192,0,DIA,34018
A0A653FGD8;A0QYT1;I7FFA5,A0A653FGD8,130365.333333333,9746.02289825616,7.47593140680766,0,DIA,10863
A0A653FGD8;A0QYT1;I7FFA5,A0QYT1,130365.333333333,9746.02289825616,7.47593140680766,0,DIA,24465
A0A653FGD8;A0QYT1;I7FFA5,I7FFA5,130365.333333333,9746.02289825616,7.47593140680766,0,DIA,23169
A0A653FGE1;A0QXE2;I7FLP0,A0A653FGE1,79119.8,1358.94653684389,1.71758085440546,0,DIA,23169
A0A653FGE1;A0QXE2;I7FLP0,A0QXE2,79119.8,1358.94653684389,1.71758085440546,0,DIA,30766
A0A653FGE1;A0QXE2;I7FLP0,I7FLP0,79119.8,1358.94653684389,1.71758085440546,0,DIA,61826
A0A653FGE3;A0QRN7;I7G4Z3,A0A653FGE3,502342.333333333,9326.36485096596,1.85657553268109,0,DIA,34018
A0A653FGE3;A0QRN7;I7G4Z3,A0QRN7,502342.333333333,9326.36485096596,1.85657553268109,0,DIA,10863
A0A653FGE3;A0QRN7;I7G4Z3,I7G4Z3,502342.333333333,9326.36485096596,1.85657553268109,0,DIA,10863
A0A653FGE5;A0QYA9;I7FET0,A0A653FGE5,97196.4,1653.00817602334,1.70068868396704,0,DIA,130640
A0A653FGE5;A0QYA9;I7FET0,A0QYA9,97196.4,1653.00817602334,1.70068868396704,0,DIA,34018
A0A653FGE5;A0QYA9;I7FET0,I7FET0,97196.4,1653.00817602334,1.70068868396704,0,DIA,30766
A0A653FGG1,A0A653FGG1,192523.666666667,4818.85850937059,2.50299539417868,0,DIA,38745
A0A653FGG2;A0QRS0;I7FXR2,A0A653FGG2,29495.4333333333,952.410291488565,3.22900932061313,0,DIA,30766
A0A653FGG2;A0QRS0;I7FXR2,A0QRS0,29495.4333333333,952.410291488565,3.22900932061313,0,DIA,24465
A0A653FGG2;A0QRS0;I7FXR2,I7FXR2,29495.4333333333,952.410291488565,3.22900932061313,0,DIA,24465
A0A653FGH1;A0QRQ7;I7G397,A0A653FGH1,12017.6333333333,1301.30380132133,10.8282867784949,0,DIA,46617
A0A653FGH1;A0QRQ7;I7G397,A0QRQ7,12017.6333333333,1301.30380132133,10.8282867784949,0,DIA,32000
A0A653FGH1;A0QRQ7;I7G397,I7G397,12017.6333333333,1301.30380132133,10.8282867784949,0,DIA,44291
A0A653FGJ3;A0QX46;I7G8M8,A0A653FGJ3,222996,2637.47739326804,1.18274650364493,0,DIA,23761
A0A653FGJ3;A0QX46;I7G8M8,A0QX46,222996,2637.47739326804,1.18274650364493,0,DIA,52740
A0A653FGJ3;A0QX46;I7G8M8,I7G8M8,222996,2637.47739326804,1.18274650364493,0,DIA,12649
A0A653FGJ6;A0QZ03;I7G3Q8,A0A653FGJ6,17310.2333333333,172.464643719613,0.996316111970067,0,DIA,42973
A0A653FGJ6;A0QZ03;I7G3Q8,A0QZ03,17310.2333333333,172.464643719613,0.996316111970067,0,DIA,18030
A0A653FGJ6;A0QZ03;I7G3Q8,I7G3Q8,17310.2333333333,172.464643719613,0.996316111970067,0,DIA,32619
A0A653FGL1;A4ZHS7;I7G1E0,A0A653FGL1,52311.1,2711.07772666148,5.1826050812571,0,DIA,46617
A0A653FGL1;A4ZHS7;I7G1E0,A4ZHS7,52311.1,2711.07772666148,5.1826050812571,0,DIA,43884
A0A653FGL1;A4ZHS7;I7G1E0,I7G1E0,52311.1,2711.07772666148,5.1826050812571,0,DIA,18030
A0A653FGM6;A0QZ32;I7G3T5,A0A653FGM6,36863.6333333333,2111.60292037431,5.72814649408128,0,DIA,31193
A0A653FGM6;A0QZ32;I7G3T5,A0QZ32,36863.6333333333,2111.60292037431,5.72814649408128,0,DIA,52626
A0A653FGM6;A0QZ32;I7G3T5,I7G3T5,36863.6333333333,2111.60292037431,5.72814649408128,0,DIA,12649
A0A653FGM9;A0QZ31;I7GAR4,A0A653FGM9,15126.9,1167.11080879238,7.71546588390469,0,DIA,32000
A0A653FGM9;A0QZ31;I7GAR4,A0QZ31,15126.9,1167.11080879238,7.71546588390469,0,DIA,99951
A0A653FGM9;A0QZ31;I7GAR4,I7GAR4,15126.9,1167.11080879238,7.71546588390469,0,DIA,81920
A0A653FGP0;A0QSR7;I7G4B5,A0A653FGP0,28872.2,1438.32607221033,4.98169890832819,0,DIA,39624
A0A653FGP0;A0QSR7;I7G4B5,A0QSR7,28872.2,1438.32607221033,4.98169890832819,0,DIA,81920
A0A653FGP0;A0QSR7;I7G4B5,I7G4B5,28872.2,1438.32607221033,4.98169890832819,0,DIA,52626
A0A653FGP2;A0QZ41;I7GAS5,A0A653FGP2,84134.9,2142.38054276078,2.54636368826822,0,DIA,33922
A0A653FGP2;A0QZ41;I7GAS5,A0QZ41,84134.9,2142.38054276078,2.54636368826822,0,DIA,43884
A0A653FGP2;A0QZ41;I7GAS5,I7GAS5,84134.9,2142.38054276078,2.54636368826822,0,DIA,81920
A0A653FGQ4;A0R212;I7FIS1,A0A653FGQ4,87113.5333333333,2154.07946077514,2.4727265424222,0,DIA,22975
A0A653FGQ4;A0R212;I7FIS1,A0R212,87113.5333333333,2154.07946077514,2.4727265424222,0,DIA,100184
A0A653FGQ4;A0R212;I7FIS1,I7FIS1,87113.5333333333,2154.07946077514,2.4727265424222,0,DIA,39624
A0A653FGR7;A0QZ17;I7G3S1,A0A653FGR7,222225.666666667,5411.21819309971,2.43501044423299,0,DIA,26627
A0A653FGR7;A0QZ17;I7G3S1,A0QZ17,222225.666666667,5411.21819309971,2.43501044423299,0,DIA,35945
A0A653FGR7;A0QZ17;I7G3S1,I7G3S1,222225.666666667,5411.21819309971,2.43501044423299,0,DIA,42973
A0A653FGT6;A0QZ36;I7GAS0,A0A653FGT6,6222.3,NA,NA,2,DIA,100184
A0A653FGT6;A0QZ36;I7GAS0,A0QZ36,6222.3,NA,NA,2,DIA,23761
A0A653FGT6;A0QZ36;I7GAS0,I7GAS0,6222.3,NA,NA,2,DIA,31193
A0A653FGT8;A0QSH9;I7FYA7,A0A653FGT8,103651,3169.31096612497,3.05767524300293,0,DIA,52034
A0A653FGT8;A0QSH9;I7FYA7,A0QSH9,103651,3169.31096612497,3.05767524300293,0,DIA,42973
A0A653FGT8;A0QSH9;I7FYA7,I7FYA7,103651,3169.31096612497,3.05767524300293,0,DIA,31641
A0A653FGU2;A0QZ38;I7FNH3,A0A653FGU2,48170.4,1030.50319262,2.13928718179628,0,DIA,18030
A0A653FGU2;A0QZ38;I7FNH3,A0QZ38,48170.4,1030.50319262,2.13928718179628,0,DIA,33635
A0A653FGU2;A0QZ38;I7FNH3,I7FNH3,48170.4,1030.50319262,2.13928718179628,0,DIA,37847
A0A653FGV8;A0QSJ5;I7FGG5,A0A653FGV8,23824.2,2394.0665049242,10.0488851878519,0,DIA,31193
A0A653FGV8;A0QSJ5;I7FGG5,A0QSJ5,23824.2,2394.0665049242,10.0488851878519,0,DIA,130640
A0A653FGV8;A0QSJ5;I7FGG5,I7FGG5,23824.2,2394.0665049242,10.0488851878519,0,DIA,22975
A0A653FGW2;A0QZ57;I7GCE8,A0A653FGW2,4468.4,429.13239926624,9.60371495985678,0,DIA,23761
A0A653FGW2;A0QZ57;I7GCE8,A0QZ57,4468.4,429.13239926624,9.60371495985678,0,DIA,52950
A0A653FGW2;A0QZ57;I7GCE8,I7GCE8,4468.4,429.13239926624,9.60371495985678,0,DIA,22975
A0A653FGW4;A0QRM9;I7G372,A0A653FGW4,6980.78666666667,639.220005110395,9.15684772552465,0,DIA,44291
A0A653FGW4;A0QRM9;I7G372,A0QRM9,6980.78666666667,639.220005110395,9.15684772552465,0,DIA,130640
A0A653FGW4;A0QRM9;I7G372,I7G372,6980.78666666667,639.220005110395,9.15684772552465,0,DIA,38745
A0A653FGY3;A0R238;I7G6H0,A0A653FGY3,26025.6333333333,1951.44918031019,7.49818133267405,0,DIA,39624
A0A653FGY3;A0R238;I7G6H0,A0R238,26025.6333333333,1951.44918031019,7.49818133267405,0,DIA,25370
A0A653FGY3;A0R238;I7G6H0,I7G6H0,26025.6333333333,1951.44918031019,7.49818133267405,0,DIA,35945
A0A653FGY7;A0QRQ9;I7FFK7,A0A653FGY7,19325.0666666667,782.608754955714,4.04970791798414,0,DIA,46617
A0A653FGY7;A0QRQ9;I7FFK7,A0QRQ9,19325.0666666667,782.608754955714,4.04970791798414,0,DIA,43884
A0A653FGY7;A0QRQ9;I7FFK7,I7FFK7,19325.0666666667,782.608754955714,4.04970791798414,0,DIA,44535
A0A653FGZ3;A0R248;I7G6I0,A0A653FGZ3,125370.333333333,3677.99542323442,2.93370474931689,0,DIA,31299
A0A653FGZ3;A0R248;I7G6I0,A0R248,125370.333333333,3677.99542323442,2.93370474931689,0,DIA,32632
A0A653FGZ3;A0R248;I7G6I0,I7G6I0,125370.333333333,3677.99542323442,2.93370474931689,0,DIA,12649
A0A653FGZ4;A0QSH0;I7FGE4,A0A653FGZ4,506610.333333333,6410.73633316278,1.26541760231817,0,DIA,26627
A0A653FGZ4;A0QSH0;I7FGE4,A0QSH0,506610.333333333,6410.73633316278,1.26541760231817,0,DIA,16978
A0A653FGZ4;A0QSH0;I7FGE4,I7FGE4,506610.333333333,6410.73633316278,1.26541760231817,0,DIA,15591
A0A653FGZ9;A0QRR9;I7G3A8,A0A653FGZ9,53237.2666666667,1096.80781057273,2.06022562623311,0,DIA,15591
A0A653FGZ9;A0QRR9;I7G3A8,A0QRR9,53237.2666666667,1096.80781057273,2.06022562623311,0,DIA,65982
A0A653FGZ9;A0QRR9;I7G3A8,I7G3A8,53237.2666666667,1096.80781057273,2.06022562623311,0,DIA,42982
A0A653FH06;A0R2B5;I7FJ79,A0A653FH06,235888,6046.05681415582,2.56310486932604,0,DIA,42982
A0A653FH06;A0R2B5;I7FJ79,A0R2B5,235888,6046.05681415582,2.56310486932604,0,DIA,56565
A0A653FH06;A0R2B5;I7FJ79,I7FJ79,235888,6046.05681415582,2.56310486932604,0,DIA,62715
A0A653FH12;A0R266;I7FIY5,A0A653FH12,27179.5,514.761488458489,1.8939328849261,0,DIA,18927
A0A653FH12;A0R266;I7FIY5,A0R266,27179.5,514.761488458489,1.8939328849261,0,DIA,16554
A0A653FH12;A0R266;I7FIY5,I7FIY5,27179.5,514.761488458489,1.8939328849261,0,DIA,13446
A0A653FH20;A0QSA9,A0A653FH20,146723.333333333,8946.59054239845,6.09759220919084,0,DIA,34670
A0A653FH20;A0QSA9,A0QSA9,146723.333333333,8946.59054239845,6.09759220919084,0,DIA,13446
A0A653FH26;A0R2C3;I7FRI8,A0A653FH26,165644,3457.7661864273,2.08746841806966,0,DIA,32188
A0A653FH26;A0R2C3;I7FRI8,A0R2C3,165644,3457.7661864273,2.08746841806966,0,DIA,13446
A0A653FH26;A0R2C3;I7FRI8,I7FRI8,165644,3457.7661864273,2.08746841806966,0,DIA,33572
A0A653FH47;A0R265;I7GEI5,A0A653FH47,11176.3666666667,548.68949628486,4.9093727205758,0,DIA,16660
A0A653FH47;A0R265;I7GEI5,A0R265,11176.3666666667,548.68949628486,4.9093727205758,0,DIA,32188
A0A653FH47;A0R265;I7GEI5,I7GEI5,11176.3666666667,548.68949628486,4.9093727205758,0,DIA,14361
A0A653FH51;A0R2A6;I7GDF3,A0A653FH51,27123.5333333333,1429.30733690601,5.26962073613567,0,DIA,34670
A0A653FH51;A0R2A6;I7GDF3,A0R2A6,27123.5333333333,1429.30733690601,5.26962073613567,0,DIA,16660
A0A653FH51;A0R2A6;I7GDF3,I7GDF3,27123.5333333333,1429.30733690601,5.26962073613567,0,DIA,129601
A0A653FH53;A0QYK6,A0A653FH53,14342.4333333333,1606.02727976001,11.1977322287943,0,DIA,16660
A0A653FH53;A0QYK6,A0QYK6,14342.4333333333,1606.02727976001,11.1977322287943,0,DIA,26401
A0A653FH56;A0QTW9;I7FA49,A0A653FH56,7870.59333333333,1052.03045090593,13.366596473107,0,DIA,33016
A0A653FH56;A0QTW9;I7FA49,A0QTW9,7870.59333333333,1052.03045090593,13.366596473107,0,DIA,27303
A0A653FH56;A0QTW9;I7FA49,I7FA49,7870.59333333333,1052.03045090593,13.366596473107,0,DIA,45089
A0A653FH60;A0R2F3;I7GER4,A0A653FH60,9691.39,372.835221378024,3.84707685252605,0,DIA,14361
A0A653FH60;A0R2F3;I7GER4,A0R2F3,9691.39,372.835221378024,3.84707685252605,0,DIA,49194
A0A653FH60;A0R2F3;I7GER4,I7GER4,9691.39,372.835221378024,3.84707685252605,0,DIA,14361
A0A653FH62;A0R2C0;I7FJ82,A0A653FH62,168878,1941.98146232141,1.14993158512145,0,DIA,50140
A0A653FH62;A0R2C0;I7FJ82,A0R2C0,168878,1941.98146232141,1.14993158512145,0,DIA,28153
A0A653FH62;A0R2C0;I7FJ82,I7FJ82,168878,1941.98146232141,1.14993158512145,0,DIA,73378
A0A653FH66;A0QTV8,A0A653FH66,74137.2,572.011433452162,0.771557913506529,0,DIA,30889
