"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
377,true,"I7G5Y2|I7G5Y2_MYCS2",325.33377,25.31,22.27,15.35,23.24,16,19329.633,15645.096,13527.035,16,24.0,18.0,21.0,"Carbamidomethylation; Oxidation (M)",78558.85,"UBA/THIF-type NAD/FAD binding fold protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2146 PE=4 SV=1"
460,false,"L0J1F2|L0J1F2_9MYCO",109.70538,4.67,4.67,4.67,4.67,2,5010.792,1395.6902,5611.54,2,4.0,4.0,3.0,"Oxidation (M)",48579.098,"Acetylornithine deacetylase/succinyldiaminopimelate desuccinylase-like deacylase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03820 PE=4 SV=1"
1307,false,"L0IXA3|L0IXA3_9MYCO",224.02028,16.45,11.18,16.45,16.45,4,,516.44073,802.7551,4,4.0,5.0,5.0,"Oxidation (M)",32661.887,"Pseudouridine synthase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02929 PE=3 SV=1"
769,false,"L0IRI5|L0IRI5_9MYCO",139.07072,8.96,8.96,8.96,8.96,3,6662.161,7913.0586,6726.8857,3,5.0,6.0,5.0,"Oxidation (M)",47289.793,"Aspartate/tyrosine/aromatic aminotransferase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_00353 PE=4 SV=1"
547,false,"L0J6N3|L0J6N3_9MYCO",35.18279,3.31,0.00,3.31,0.00,1,,336.81375,,1,,1.0,,"",33304.977,"5,10-methylenetetrahydrofolate reductase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_06387 PE=4 SV=1"
1892,true,"I7FKY8|I7FKY8_MYCS2",123.028114,15.41,0.00,0.00,15.41,3,,,,3,,,3.0,"",36923.688,"LacI family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2914 PE=4 SV=1"
1114,true,"I7G1H8|I7G1H8_MYCS2",282.01065,54.59,49.54,33.03,37.16,7,2257.0417,2026.6367,958.34644,7,6.0,7.0,6.0,"Oxidation (M)",23267.307,"Two-component system response regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3158 PE=4 SV=1"
449,false,"A0A2U9PKA0|A0A2U9PKA0_MYCSE",402.1991,47.18,36.12,47.18,36.12,14,14245.522,16422.656,14123.728,14,17.0,22.0,26.0,"Carbamidomethylation; Oxidation (M)",46676.06,"Formiminoglutamate deiminase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_011690 PE=4 SV=1"
846,true,"A0QRA7|A0QRA7_MYCS2",325.7882,46.81,42.98,42.98,31.49,9,19201.89,24989.764,15729.343,9,17.0,21.0,16.0,"",24771.156,"Probable enoyl-CoA hydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1048 PE=4 SV=1"
2330,true,"A0QSS0|A0QSS0_MYCS2",108.422714,19.62,19.62,6.96,6.96,2,661.45166,766.2352,601.2359,2,2.0,1.0,2.0,"Oxidation (M)",17460.805,"Ribosomal-protein-alanine acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rimI PE=4 SV=1"
1218,true,"A0QYR7|A0QYR7_MYCS2",139.03372,41.49,17.02,22.87,29.79,6,1047.3423,2807.6235,3649.754,6,2.0,3.0,5.0,"",20508.262,"Putative Clp protease subunit OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3761 PE=4 SV=1"
903,false,"L0IUI8|L0IUI8_9MYCO",197.81134,11.65,11.65,10.44,11.65,3,29972.646,15370.645,44665.656,3,9.0,6.0,10.0,"Oxidation (M)",27671.994,"RNA polymerase sigma factor OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_01419 PE=3 SV=1"
1159,true,"A0A653FGK3|A0A653FGK3_MYCSM",219.20401,28.53,17.65,26.18,20.00,7,6482.086,23888.453,6677.985,7,8.0,9.0,9.0,"Oxidation (M)",34718.312,"tRNA N6-adenosine threonylcarbamoyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=tsaD PE=3 SV=1"
192,true,"A0A653FFH6|A0A653FFH6_MYCSM",462.0906,60.15,52.49,55.56,59.00,24,73132.164,80045.07,73768.766,24,49.0,56.0,58.0,"Oxidation (M)",54765.316,"Signal recognition particle protein OS=Mycolicibacterium smegmatis OX=1772 GN=ffh PE=3 SV=1"
1574,false,"A0A8B4R9W0|A0A8B4R9W0_MYCSM",136.75864,10.54,6.94,10.54,2.83,3,445.2345,2183.2566,25374.117,3,2.0,4.0,1.0,"",40931.445,"D-alanyl-D-alanine carboxypeptidase Dacb2 OS=Mycolicibacterium smegmatis OX=1772 GN=dacB1_2 PE=3 SV=1"
152,true,"A0A8B4R2J4|A0A8B4R2J4_MYCSM",458.05966,59.08,49.29,49.13,53.40,27,75767.414,64502.508,62529.812,27,53.0,50.0,49.0,"Oxidation (M); Carbamidomethylation",68246.82,"50S ribosomal subunit assembly factor BipA OS=Mycolicibacterium smegmatis OX=1772 GN=typA PE=3 SV=1"
1433,true,"A0A8B4QJJ2|A0A8B4QJJ2_MYCSM",257.51578,17.50,17.50,17.50,17.50,4,35745.17,43443.88,34300.89,4,12.0,12.0,13.0,"Oxidation (M)",35110.574,"Binding-protein-dependent transport system inner membrane protein OS=Mycolicibacterium smegmatis OX=1772 GN=nikB PE=3 SV=1"
938,true,"I7GEI2|I7GEI2_MYCS2",229.78757,19.71,8.96,11.73,17.59,8,3735.6152,2728.5063,6982.5625,8,6.0,6.0,12.0,"Oxidation (M)",65879.22,"Oligopeptide/dipeptide ABC transporter OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4870 PE=4 SV=1"
877,true,"A0A2U9PP28|A0A2U9PP28_MYCSE",257.22818,93.07,70.30,52.48,62.38,9,6393.1436,5624.117,7238.5723,9,6.0,10.0,16.0,"Oxidation (M)",12205.843,"DUF2469 family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_024160 PE=4 SV=1"
1177,true,"A0A2U9PMG7|A0A2U9PMG7_MYCSE",216.68724,92.41,49.37,91.14,48.10,7,51578.082,51945.812,39284.305,7,24.0,23.0,18.0,"",8447.474,"ATP-binding protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_019230 PE=4 SV=1"
2546,true,"I7FEH9|I7FEH9_MYCS2",63.885418,8.13,0.00,8.13,0.00,1,,,,1,,1.0,,"Oxidation (M)",23017.768,"Uracil phosphoribosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=upp PE=3 SV=1"
634,true,"A0A653F9K1|A0A653F9K1_MYCSM",328.15515,20.78,14.77,18.18,14.29,12,8811.538,7911.4897,9836.552,12,15.0,22.0,11.0,"Carbamidomethylation; Oxidation (M)",69547.23,"protein-glutamate O-methyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=cheR PE=4 SV=1"
2293,true,"I7FN70|I7FN70_MYCS2",118.095535,7.32,7.32,7.32,7.32,2,3955.897,3191.6677,2416.2732,2,2.0,3.0,2.0,"Oxidation (M)",44923.234,"Acyl-CoA dehydrogenase FadE21 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=fadE21 PE=3 SV=1"
1486,true,"A0A8B4QLF3|A0A8B4QLF3_MYCSM",243.63458,54.61,54.61,31.58,31.58,5,3748.3862,4675.4893,3869.13,4,7.0,10.0,9.0,"Carbamidomethylation; Oxidation (M)",15848.995,"Ribose 5-phosphate isomerase OS=Mycolicibacterium smegmatis OX=1772 GN=rpiB_1 PE=3 SV=1"
787,false,"A0A8B4R9Y8|A0A8B4R9Y8_MYCSM",285.90137,59.92,55.79,55.37,59.92,9,15573.3,12916.173,14324.083,9,14.0,17.0,17.0,"Oxidation (M); Carbamidomethylation",26604.49,"Uracil-DNA glycosylase OS=Mycolicibacterium smegmatis OX=1772 GN=ung PE=3 SV=1"
1217,true,"A0QQZ8|MSHA_MYCS2",276.22754,19.12,17.05,11.06,15.67,6,6611.0645,2772.7178,2913.8345,6,7.0,5.0,5.0,"",45935.09,"D-inositol 3-phosphate glycosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=mshA PE=1 SV=1"
324,true,"A0A2U9PYL1|A0A2U9PYL1_MYCSE",404.27078,62.04,59.42,61.78,61.26,18,58092.27,64052.617,61866.746,18,31.0,37.0,30.0,"Oxidation (M); Carbamidomethylation",40665.1,"Acetyl-CoA acetyltransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_058870 PE=3 SV=1"
793,true,"A0R3Y4|A0R3Y4_MYCS2",266.28104,34.77,27.22,31.00,26.42,10,27958.2,23285.441,31589.938,10,14.0,13.0,15.0,"Carbamidomethylation; Oxidation (M)",40602.29,"Metallo-beta-lactamase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5638 PE=4 SV=1"
812,true,"I7G778|I7G778_MYCS2",337.00397,49.34,48.47,49.34,43.67,10,27902.646,33514.664,27494.2,7,20.0,21.0,21.0,"Carbamidomethylation; Oxidation (M)",25455.334,"Cell division ATP-binding protein FtsE OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ftsE PE=3 SV=1"
251,true,"A0A8B4R706|A0A8B4R706_MYCSM",422.85495,44.98,41.97,41.30,42.64,21,120697.06,106730.305,108120.63,21,56.0,50.0,52.0,"Oxidation (M); Carbamidomethylation",65169.516,"Aspartate--tRNA(Asp/Asn) ligase OS=Mycolicibacterium smegmatis OX=1772 GN=aspS PE=3 SV=1"
2389,true,"L0IPZ0|L0IPZ0_9MYCO",214.29182,19.29,8.63,19.29,8.63,2,,,,1,5.0,4.0,4.0,"Oxidation (M)",21151.63,"Peptide deformylase OS=Mycobacterium sp. JS623 OX=212767 GN=def PE=3 SV=1"
1392,true,"A0A8B4R122|A0A8B4R122_MYCSM",239.66011,59.22,51.46,59.22,51.46,5,6446.7334,8638.899,7499.2505,5,7.0,10.0,11.0,"Oxidation (M)",11624.17,"Acetyltransferase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03618 PE=4 SV=1"
1818,true,"A0A2U9PZ72|A0A2U9PZ72_MYCSE",133.47922,15.42,11.89,8.37,4.85,3,,4220.6133,4884.903,3,4.0,5.0,1.0,"Oxidation (M)",23804.705,"Nitroreductase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_061540 PE=4 SV=1"
1380,false,"A0A2U9PH15|A0A2U9PH15_MYCSE",106.553276,6.91,6.91,6.91,6.91,1,971.9917,1550.2643,1881.2595,1,2.0,3.0,2.0,"",36398.45,"Periplasmic binding protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_000190 PE=4 SV=1"
1791,true,"A0QZM8|A0QZM8_MYCS2",126.36353,11.69,5.97,3.38,2.34,4,389.75134,271.69794,,4,2.0,1.0,2.0,"",41818.305,"Dibenzothiophene monooxygenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4084 PE=3 SV=1"
2479,true,"A0A2U9PXL4|A0A2U9PXL4_MYCSE",40.950455,1.41,0.00,1.41,1.41,1,,6411.695,,1,,2.0,1.0,"Carbamidomethylation",76526.63,"Amylo-alpha-1,6-glucosidase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_055280 PE=4 SV=1"
1035,true,"A0A2U9PNA6|A0A2U9PNA6_MYCSE",263.0267,32.94,30.03,24.20,32.94,8,12387.059,4225.3716,12471.239,8,12.0,8.0,14.0,"Carbamidomethylation; Oxidation (M)",37687.258,"Formyltetrahydrofolate deformylase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=purU PE=3 SV=1"
228,true,"A0QX95|TRPC_MYCS2",469.83368,82.72,68.75,82.72,79.41,21,144729.62,127162.18,125462.0,21,51.0,61.0,47.0,"Oxidation (M); Carbamidomethylation",28370.393,"Indole-3-glycerol phosphate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=trpC PE=1 SV=1"
1648,true,"I7GAC3|I7GAC3_MYCS2",125.19989,20.48,20.48,16.19,20.48,4,2474.3335,,2906.1138,4,9.0,7.0,4.0,"Oxidation (M)",22499.236,"Transcriptional regulator PadR-like protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6066 PE=4 SV=1"
1598,true,"A0A2U9PHZ7|A0A2U9PHZ7_MYCSE",141.53725,10.25,4.30,10.25,1.84,4,,1420.6393,766.4494,4,2.0,4.0,1.0,"",53670.52,"Alanine and proline rich protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_003590 PE=4 SV=1"
1897,true,"I7G8T9|I7G8T9_MYCS2",272.4542,24.24,24.24,24.24,24.24,3,3872.399,4586.8564,1640.315,3,6.0,5.0,11.0,"Carbamidomethylation",27250.152,"DUF4190 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3147 PE=4 SV=1"
320,true,"A0QYS6|ASSY_MYCS2",432.16492,54.14,48.12,50.38,46.37,18,3424.2292,12470.582,10169.136,8,33.0,27.0,34.0,"Carbamidomethylation; Oxidation (M)",43968.55,"Argininosuccinate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=argG PE=3 SV=1"
1907,true,"A0A2U9PMN2|A0A2U9PMN2_MYCSE",129.84575,14.52,10.08,9.68,14.52,3,489.99683,3751.6636,2960.6938,3,6.0,5.0,9.0,"Carbamidomethylation",26115.68,"Short-chain dehydrogenase/reductase SDR OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_019990 PE=3 SV=1"
1210,true,"A0QZ36|A0QZ36_MYCS2",249.37715,25.44,14.50,25.44,17.16,6,842.99316,9232.436,7818.218,6,9.0,11.0,11.0,"",35944.79,"5'-3' exonuclease OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3883 PE=4 SV=1"
314,false,"A0QNZ3|A0QNZ3_MYCS2",421.84766,64.39,60.61,57.58,64.39,16,288991.7,266777.4,281917.16,16,78.0,82.0,81.0,"Oxidation (M); Carbamidomethylation",27025.875,"3-hydroxyacyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0216 PE=4 SV=1"
1389,true,"A0QQW0|A0QQW0_MYCS2",204.5216,27.13,27.13,15.79,14.98,5,947.6746,698.8756,786.70496,5,7.0,5.0,5.0,"Oxidation (M)",27476.01,"Bacterial regulatory protein, GntR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0895 PE=4 SV=1"
819,true,"I7F7I0|I7F7I0_MYCS2",314.30362,66.01,43.79,56.86,60.13,9,10978.92,7700.5015,11225.333,9,18.0,21.0,21.0,"Oxidation (M); Carbamidomethylation",16695.527,"Cell entry (Mce) related family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1045 PE=3 SV=1"
531,false,"L0IUU6|L0IUU6_9MYCO",137.05244,6.25,6.25,3.87,6.25,2,7046.943,5030.757,4084.4663,2,6.0,4.0,5.0,"",35351.168,"3-isopropylmalate dehydrogenase OS=Mycobacterium sp. JS623 OX=212767 GN=leuB PE=3 SV=1"
1020,true,"A0A653FCG9|A0A653FCG9_MYCSM",296.7645,45.74,45.29,42.60,35.43,8,13647.187,15814.92,12857.928,8,15.0,17.0,19.0,"Carbamidomethylation; Oxidation (M)",23852.06,"Phosphoglycerate mutase OS=Mycolicibacterium smegmatis OX=1772 GN=pspA_1 PE=4 SV=1"
2443,true,"A0A8B4R4R5|A0A8B4R4R5_MYCSM",108.2165,15.79,15.79,15.79,0.00,1,250.84921,2159.276,,1,1.0,4.0,,"Oxidation (M)",14346.654,"Transmembrane protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04685 PE=4 SV=1"
1388,false,"A0A2U9PK65|A0A2U9PK65_MYCSE",128.13763,8.35,1.48,1.67,6.86,4,,1325.5508,2053.442,4,1.0,1.0,7.0,"Oxidation (M)",58187.61,"Acyl-CoA synthase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_010970 PE=4 SV=1"
1613,true,"A0A8B4QZE8|A0A8B4QZE8_MYCSM",160.83908,25.35,25.35,7.37,17.97,4,3681.7139,338.65045,,4,6.0,2.0,3.0,"Oxidation (M)",22847.727,"Putative lipoprotein LpqN OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_03454 PE=4 SV=1"
279,true,"I7FHY8|I7FHY8_MYCS2",350.92847,52.25,41.22,34.01,52.25,18,21307.32,22143.697,14464.006,18,25.0,25.0,27.0,"Oxidation (M)",48353.766,"ABC transporter ATP-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1911 PE=4 SV=1"
1288,false,"A0QQ22|A0QQ22_MYCS2",256.10522,12.23,9.31,9.31,12.23,4,2757.9917,3708.5425,3636.9583,4,4.0,5.0,7.0,"Oxidation (M)",59207.04,"Acyl-CoA synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0599 PE=4 SV=1"
21,false,"Q5C8W5|Q5C8W5_MYCSM",345.15,51.50,44.64,44.64,51.50,10,7347.9478,7840.936,6904.5737,5,19.0,22.0,19.0,"Oxidation (M)",26317.559,"Preprotein translocase SecA1 (Fragment) OS=Mycolicibacterium smegmatis OX=1772 GN=secA1 PE=4 SV=1"
1985,true,"A0R2S8|A0R2S8_MYCS2",148.22844,10.16,10.16,10.16,10.16,3,6216.83,1205.1793,6649.083,3,4.0,6.0,6.0,"",33771.508,"Esterase/lipase/thioesterase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5220 PE=4 SV=1"
1246,true,"I7FFM6|I7FFM6_MYCS2",215.39674,49.04,39.90,29.81,38.94,6,2218.468,896.9884,1030.1504,6,10.0,4.0,5.0,"Oxidation (M)",21786.754,"Precorrin-8X methylmutase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cobH PE=3 SV=1"
2081,true,"A0QS88|A0QS88_MYCS2",121.0497,9.45,9.45,3.54,9.45,2,,,,1,10.0,12.0,6.0,"Oxidation (M)",26693.172,"Enoyl-CoA hydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1390 PE=1 SV=1"
370,true,"I7FYQ2|I7FYQ2_MYCS2",412.52194,43.31,43.31,40.98,42.89,16,82299.02,75457.42,77947.65,16,34.0,28.0,35.0,"Oxidation (M)",49067.258,"Pyridine nucleotide-disulfide oxidoreductase dimerization region OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=lpdA PE=3 SV=1"
541,true,"A0A2U9PNM5|A0A2U9PNM5_MYCSE",425.40643,64.46,64.46,56.61,56.61,13,138762.0,152265.34,135843.6,13,46.0,56.0,64.0,"Carbamidomethylation; Oxidation (M)",25570.152,"Putative serine-threonine protein kinase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_023830 PE=4 SV=1"
2256,true,"A0A8B4QIS3|A0A8B4QIS3_MYCSM",91.48531,9.80,9.80,9.80,9.80,2,6242.784,4387.956,5756.4644,2,2.0,3.0,2.0,"",21399.373,"Uncharacterized ACR, YkgG family COG1556 OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_01489 PE=4 SV=1"
2835,true,"A0A8B4R663|A0A8B4R663_MYCSM",65.43397,2.67,0.00,2.67,0.00,1,,2994.5352,,1,,1.0,,"",49582.863,"Cytochrome P450 124 cyp124 OS=Mycolicibacterium smegmatis OX=1772 GN=cyp124_1 PE=3 SV=1"
2094,true,"A0A2U9PWM1|A0A2U9PWM1_MYCSE",86.799355,13.75,0.00,13.75,0.00,2,,156.07558,,2,,2.0,,"",28542.88,"SAM-dependent methyltransferase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_051970 PE=4 SV=1"
65,true,"A0A653FGY4|A0A653FGY4_MYCSM",556.39886,59.54,56.44,58.73,57.59,37,174994.72,219067.05,178533.48,36,87.0,98.0,93.0,"Oxidation (M); Carbamidomethylation",67963.71,"AAA ATPase forming ring-shaped complexes OS=Mycolicibacterium smegmatis OX=1772 GN=mpa PE=3 SV=1"
486,true,"A0A2U9PZU3|A0A2U9PZU3_MYCSE",366.8764,39.22,36.36,33.77,36.36,14,28159.703,19169.17,34757.836,14,33.0,24.0,34.0,"Oxidation (M)",42549.316,"Acyl-CoA dehydrogenase domain protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_063930 PE=3 SV=1"
2201,true,"A0QRJ6|A0QRJ6_MYCS2",126.95256,12.02,4.99,0.00,12.02,2,,,,2,1.0,,3.0,"Oxidation (M)",36281.414,"Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gpsA PE=3 SV=1"
1057,true,"L0IV20|L0IV20_9MYCO",306.48117,22.83,22.28,22.28,22.83,7,,,,1,14.0,21.0,27.0,"Oxidation (M); Carbamidomethylation",41262.83,"Peptide chain release factor 2 OS=Mycobacterium sp. JS623 OX=212767 GN=prfB PE=3 SV=1"
59,true,"I7GCH4|I7GCH4_MYCS2",578.5987,71.49,71.49,62.85,68.88,35,271581.53,262657.7,277816.56,35,112.0,114.0,105.0,"Carbamidomethylation; Oxidation (M)",54197.098,"Adenylate kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3851 PE=4 SV=1"
331,false,"L0IW65|L0IW65_9MYCO",146.39662,5.58,4.29,5.58,3.15,5,12328.871,12765.657,8859.337,5,5.0,12.0,5.0,"",76093.99,"DNA ligase OS=Mycobacterium sp. JS623 OX=212767 GN=ligA PE=3 SV=1"
599,true,"A0A653FB77|A0A653FB77_MYCSM",324.56436,41.08,40.74,37.04,41.08,12,36937.723,36622.113,39635.895,12,25.0,22.0,24.0,"",32833.438,"Ribosomal RNA small subunit methyltransferase A OS=Mycolicibacterium smegmatis OX=1772 GN=rsmA_2 PE=3 SV=1"
327,true,"A0A8B4QJ18|A0A8B4QJ18_MYCSM",478.3129,65.48,65.48,65.48,65.48,16,329004.8,314644.7,288750.16,16,73.0,74.0,68.0,"Oxidation (M); Carbamidomethylation",33464.85,"Luciferase-like monooxygenase superfamily protein OS=Mycolicibacterium smegmatis OX=1772 GN=rutA_2 PE=4 SV=1"
2873,true,"A0QV49|A0QV49_MYCS2",25.63568,1.86,1.86,0.00,0.00,1,,,,1,1.0,,,"",58139.43,"Regulatory protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2447 PE=3 SV=1"
1076,true,"A0R5E5|A0R5E5_MYCS2",240.08891,25.15,22.19,21.30,21.30,7,2301.0142,1191.3145,2227.806,7,8.0,10.0,7.0,"Oxidation (M)",36946.918,"Rv3651-like N-terminal domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_6163 PE=4 SV=1"
2762,true,"A0A8B4R4C2|A0A8B4R4C2_MYCSM",81.52627,5.35,0.00,0.00,5.35,1,,,410.89487,1,,,1.0,"",32308.355,"Amidohydrolase OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04873 PE=4 SV=1"
343,true,"A0QNI9|ECCA1_MYCS2",376.60892,38.33,33.97,35.19,35.37,17,28078.086,23810.004,18991.404,17,27.0,23.0,21.0,"Carbamidomethylation; Oxidation (M)",62147.918,"ESX-1 secretion system protein EccA1 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=eccA1 PE=3 SV=1"
2632,true,"A0A653FMA1|A0A653FMA1_MYCSM",76.58709,3.17,3.17,3.17,0.00,1,,,,1,2.0,2.0,,"",68708.16,"OPT oligopeptide transporter protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_04598 PE=4 SV=1"
584,true,"Q50393|EMBC_MYCSM",302.19553,14.34,14.34,13.41,13.04,13,15299.791,14496.782,8446.879,13,22.0,18.0,26.0,"Carbamidomethylation; Oxidation (M)",115391.87,"Probable arabinosyltransferase C OS=Mycolicibacterium smegmatis OX=1772 GN=embC PE=3 SV=2"
1213,true,"I7GGN4|I7GGN4_MYCS2",237.1342,21.56,21.56,21.56,21.56,6,14803.331,14308.617,15807.986,6,16.0,16.0,18.0,"Oxidation (M)",35857.66,"1-aminocyclopropane-1-carboxylate deaminase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6558 PE=3 SV=1"
1838,true,"A0R0A9|A0R0A9_MYCS2",147.49707,23.86,11.93,5.68,18.18,3,1913.449,,1823.2432,3,2.0,2.0,2.0,"Carbamidomethylation",17860.63,"Lipoprotein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4322 PE=4 SV=1"
469,true,"A0A2U9PLT4|A0A2U9PLT4_MYCSE",385.711,52.87,52.87,52.87,47.51,14,38735.316,36921.45,37133.51,7,41.0,38.0,42.0,"Oxidation (M); Carbamidomethylation",29210.725,"succinate dehydrogenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_016930 PE=3 SV=1"
2237,true,"A0A653F8A0|A0A653F8A0_MYCSM",189.87369,9.97,9.97,4.50,4.50,2,,280.3763,,2,2.0,3.0,2.0,"Carbamidomethylation",32396.074,"Glucanase OS=Mycolicibacterium smegmatis OX=1772 GN=cenA PE=3 SV=1"
1042,true,"A0A8B4QHB7|A0A8B4QHB7_MYCSM",327.73398,38.73,38.73,38.73,38.73,8,54372.082,78804.64,66918.016,8,28.0,31.0,26.0,"",15002.391,"50S ribosomal protein L11 OS=Mycolicibacterium smegmatis OX=1772 GN=rplK PE=3 SV=1"
2879,true,"L0J212|L0J212_9MYCO",29.186277,5.93,5.93,0.00,0.00,1,101.6922,,,1,1.0,,,"Carbamidomethylation",42990.785,"Acyl-CoA dehydrogenase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_04647 PE=3 SV=1"
1033,false,"P9WNW3|DNAA_MYCTU",148.55014,6.90,6.90,4.54,4.54,4,5236.6904,4852.8657,3210.9976,4,6.0,2.0,3.0,"",56566.67,"Chromosomal replication initiator protein DnaA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=dnaA PE=1 SV=1"
